ACTION,CLEARED,INDICATION_OF_COLLATERALIZATION,TAXONOMY,PRICE_FORMING_CONTINUATION_DATA,PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.42,57
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.71,13
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.16,320
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.28,320
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,1,25
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,5,15
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,1,25
CORRECT,C,PC,Credit:Index:CDX:CDXIG,Trade,0.24,200
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,3
NEW,U,FC,Credit:Index:CDX:CDXHY,Amendment,1.03,3
NEW,U,FC,Credit:Index:CDX:CDXHY,Amendment,1.03,3
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,99,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.78,50
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.78,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.74,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.74,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,28
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.07,6
CORRECT,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,3
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.75,1
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.75,9
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,17
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,9
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,4
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.79,16
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.79,4
NEW,U,FC,Credit:Index:CDX:CDXIG,Partialtermination,0.79,15
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.27,38
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.07,100
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,3.56,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,0.075
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,0.09
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.08,47
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.07,64
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.07,28
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.53,200
CORRECT,U,PC,Credit:Index:CDX:CDXHY,Trade,1.07,2
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.19,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.04,5
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,30
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.07,50
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.76,10
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.77,23
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.08,12
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.08,54
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.08,100
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.17,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.07,50
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.78,110
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.78,1
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.78,0.68
NEW,C,OC,Credit:Index:CDX:CDXIG,Trade,0.76,42
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.32,160
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.32,40
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.78,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.26,5
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.06,75
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,35
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,100
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,0.8
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.78,55
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.75,16
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.78,50
NEW,C,FC,Credit:Index:CDX:CDXHY,Trade,4.29,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,1.05,5
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.34,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.78,20
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,70
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.29,5
CORRECT,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,100
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,25
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.06,75
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,15
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.81,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.8,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.81,20
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.77,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.77,110
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.05,1
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.81,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.07,45
CORRECT,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,0.28
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.81,50
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.75,100
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.06,3
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.45,10
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.05,13
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Amendment,1.09,3
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.83,42
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.04,4
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,50
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.83,35
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,35
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,69
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Amendment,1.03,3
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.72,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.06,60
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.72,55
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,69
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,12
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,0.62
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.67,15
CORRECT,U,FC,Credit:Index:CDX:CDXHY,Trade,1.05,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,75
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.05,50
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,30
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,100
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.36,45
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,33
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,0.95
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.54,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.54,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.54,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.5,20
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.05,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,15
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,9
NEW,U,PC,Credit:Index:CDX:CDXHY,Amendment,1.02,0.95
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,20
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.9,110
CORRECT,C,FC,Credit:Index:CDX:CDXIG,Trade,0.85,110
CORRECT,C,FC,Credit:Index:CDX:CDXIG,Trade,0.85,110
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,55
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.04,18
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,99,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,76
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.04,18
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,9
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,100
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,47
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,27
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,80
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,66
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.01,15
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,27
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,22
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,16
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,9
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.5,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,0.7
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,6
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,8
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,2
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,38
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,0.063
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,0.088
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1,0.05
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.53,10
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.82,13
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.51,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.58,10
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.83,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,21
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.58,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.58,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.6,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,25
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.59,120
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.85,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,25
CORRECT,C,FC,Credit:Index:CDX:CDXIG,Trade,0.49,5
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.78,1
NEW,U,PC,Credit:Index:CDX:CDXHY,Amendment,1.05,25
NEW,U,PC,Credit:Index:CDX:CDXHY,Amendment,1.05,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.04,2
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,37
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.02,0.65
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,5
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.02,0.27
NEW,C,PC,Credit:Index:CDX:CDXIG,Novation,0.86,8
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,52
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,79
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.85,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,5
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.85,19
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,50
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.5,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,13
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.05,19
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,26
NEW,C,PC,Credit:Index:CDX:CDXIG,Novation,0.82,17
NEW,C,UC,Credit:Index:CDX:CDXIG,Novation,0.83,75
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.05,50
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.06,59
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,59
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.76,110
CORRECT,U,PC,Credit:Index:CDX:CDXHY,Trade,1.07,3
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.02,20
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.06,30
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,50
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,6
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.36,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.4,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,24
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,2
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,18
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.03,10
CORRECT,U,PC,Credit:Index:CDX:CDXHY,Trade,1.05,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.49,5
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,1
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,3
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.83,2
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.49,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.5,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,1
NEW,U,PC,Credit:Index:CDX:CDXHY,Partialtermination,4.07,10
NEW,U,PC,Credit:Index:CDX:CDXHY,Partialtermination,4.06,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,56
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,100
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.77,73
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,56
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,50
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.83,110
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.68,200
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,22
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,3
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.44,15
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.44,15
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,68
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,69
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.82,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.5,5
CORRECT,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,0.39
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.84,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.83,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.49,40
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.51,40
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.85,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,25
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.39,320
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.85,25
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.79,110
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.85,10
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.85,110
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.02,0.26
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.04,3
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.39,110
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.85,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.63,5
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.02,3
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.59,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.59,10
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1.05,75
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.62,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.86,25
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.02,0.085
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,25
NEW,C,FC,Credit:Index:CDX:CDXHY,Trade,4.65,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,25
NEW,U,FC,Credit:Index:CDX:CDXHY,Amendment,1.05,75
NEW,U,FC,Credit:Index:CDX:CDXHY,Amendment,1.05,75
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.87,75
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.59,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.67,15
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.86,100
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Novation,0.82,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,22
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.86,3
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.87,50
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.87,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.87,75
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.87,75
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.69,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.75,35
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.78,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.82,20
CORRECT,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.84,21
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.01,21
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.83,26
NEW,C,FC,Credit:Index:CDX:CDXIG,Trade,0.9,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.91,50
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,1,50
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,4
NEW,C,FC,Credit:Index:CDX:CDXHY,Trade,5.17,5
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.93,5
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5.2,20
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5.22,20
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,99.05,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.94,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.97,60
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.97,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.96,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.82,68
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.82,69
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.82,2
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.97,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.95,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.96,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.96,25
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5.3,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,5.24,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.93,25
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.93,25
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,98.68,35
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,99.1,14
NEW,U,FC,Credit:Index:CDX:CDXHY,Trade,99.1,2
NEW,U,UC,Credit:Index:CDX:CDXIG,Trade,0.9,110
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.93,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.9,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.84,75
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.81,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.87,75
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.86,3
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.86,22
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.95,10
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.84,10
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1,10
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.82,100
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.83,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.84,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.83,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Amendment,0.84,100
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.75,100
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,15
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,20
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,5
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,15
CORRECT,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,43
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,110
NEW,C,UC,Credit:Index:CDX:CDXIG,Trade,0.85,110
NEW,C,PC,Credit:Index:CDX:CDXIG,Trade,0.9,110
CORRECT,U,PC,Credit:Index:CDX:CDXIG,Trade,0.92,110
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.9,50
NEW,U,PC,Credit:Index:CDX:CDXIG,Trade,0.9,50
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.01,100
NEW,U,PC,Credit:Index:CDX:CDXHY,Trade,1.03,100
NEW,C,UC,Credit:Index:CDX:CDXHY,Trade,4.85,20
